2015-08-18,39882.15705999998
2014-12-09,41552.71438399999
2015-08-25,36345.84818399999
2012-11-21,29974.01
2013-02-04,30502.764834999998
2014-12-08,41475.225827999995
2014-01-22,40382.49739999999
2013-01-31,30529.580089999996
2014-05-06,39679.752
2013-01-08,30081.990009999998
2014-05-15,40726.62419999999
2014-09-05,42027.80639999999
2013-01-14,30017.990009999998
2012-12-06,29835.017804999996
2014-07-16,40856.597799999996
2013-04-15,29189.284835
2012-12-18,29693.480509999998
2015-04-01,41608.945987999985
2015-03-12,41165.85411199999
2014-06-19,40574.86819999999
2014-07-07,40608.14559999999
2016-02-03,37044.778799999985
2014-12-29,41802.28902399999
2015-06-23,40935.85411599999
2015-12-15,38767.44968399998
2015-11-25,39728.24629199999
2013-06-05,30732.294755
2015-03-17,41219.73829199999
2015-08-07,39341.37612799999
2013-01-11,30065.990009999998
2013-05-24,30821.034994999998
2013-05-03,29502.61628
2014-01-28,40160.94739999999
2012-12-10,29755.017804999996
2013-01-17,30234.192069999997
2013-03-28,29620.240014999996
2014-09-17,42077.07499999999
2013-06-13,30486.184595
2013-08-27,32696.147449999993
2014-08-25,41990.25899999999
2013-09-30,34562.96025999999
2016-02-09,37259.098799999985
2015-10-29,38218.04471599998
2013-07-23,32425.755559999998
2013-09-06,34726.968895
2015-08-05,39894.66427599998
2013-05-17,30070.626924999997
2013-08-23,33332.57315
2015-11-23,39348.19101599998
2014-06-17,40500.79559999999
2014-04-25,39199.758599999994
2013-06-21,31407.074189999996
2012-12-12,29835.017804999996
2015-01-28,41512.22731999999
2014-11-21,41784.895615999994
2014-10-02,42029.02759999999
2014-03-06,39677.45099999999
2013-02-01,30315.69257
2014-01-03,39232.27459999999
2013-10-02,34167.06026
2015-02-17,41861.855447999995
2016-02-08,37178.698799999984
2015-08-28,38837.969971999984
2013-11-18,36540.54947
2013-10-03,34675.110259999994
2015-05-21,40257.93546399999
2014-10-10,42572.210799999986
2013-10-23,34260.12235
2015-09-18,39502.04594799999
2015-10-16,38946.83082399998
2015-08-21,39353.14218399999
2015-11-12,39471.90449999999
2014-02-04,39870.7792
2014-02-24,40803.479199999994
2014-07-09,40764.79779999999
2013-04-05,29486.434835
2013-04-26,29705.349169999998
2014-10-01,42140.52759999999
2013-06-10,30784.874835
2014-04-21,38892.322799999994
2013-09-23,34325.859215
2015-08-31,38982.60727999998
2015-06-30,40389.43248399998
2016-01-12,37896.93879999999
2013-07-05,32376.964429999996
2013-11-07,34185.98693
2015-12-09,38979.73451599998
2014-08-06,41352.08639999999
2015-12-31,39283.418887999986
2013-12-06,38731.218539999994
2014-03-13,38966.55079999999
2015-08-26,36536.70027999998
2015-04-08,41313.81237199999
2014-01-23,40434.59739999999
2015-05-08,41549.659339999984
2014-06-06,40359.96619999999
2014-08-05,41367.43639999999
2015-11-16,39333.98051999998
2013-05-21,30401.986684999996
2014-03-10,39989.05099999999
2014-06-12,40140.09559999999
2014-10-20,41861.06768399999
2015-10-09,38850.65189199999
2014-07-08,40697.01359999999
2014-05-29,40402.86379999999
2012-11-27,30054.01
2014-10-16,41706.52759999999
2014-02-20,39718.310999999994
2014-10-28,43336.29275999999
2014-12-17,41630.362623999994
2013-04-02,29409.534194999997
2014-12-03,41790.55616399999
2014-06-23,40666.97959999999
2014-10-07,42618.48539999999
2015-10-28,38163.17821999999
2014-05-21,40373.51139999999
2013-01-23,30170.196224999996
2015-12-11,38570.00647199999
2014-11-11,41801.12446799999
2014-12-24,41531.23022399999
2012-11-16,30070.01
2013-08-01,33413.426925
2015-12-16,38844.45861999998
2014-08-08,41633.654599999994
2015-06-16,40754.985599999985
2014-12-01,41521.045503999994
2014-07-31,41199.0658
2014-05-07,39868.1544
2013-11-19,35429.740065
2015-02-13,41828.750627999994
2015-07-27,39873.654227999985
2015-12-14,38770.729863999986
2013-01-18,30131.22112
2013-04-10,29406.486279999997
2013-05-09,29610.364835
2013-02-28,30487.267324999997
2014-11-04,43173.884955999994
2013-01-28,30186.196224999996
2013-07-15,31988.425234999995
2013-08-09,33616.879015
2014-03-11,39692.83739999999
2015-02-20,41635.68038399999
2013-04-18,29301.375074999996
2014-06-05,40446.52959999999
2014-04-23,39257.3976
2015-05-12,41531.666439999986
2014-01-14,39572.934799999995
2015-04-20,41710.46721999999
2013-12-02,37882.150064999994
2013-09-10,35072.129134999996
2015-05-18,40710.235747999985
2015-09-28,38826.73665999999
2015-09-14,39434.69494399999
2015-06-05,40897.60119599999
2015-02-24,41674.932887999996
2015-09-29,38661.09788799999
2015-10-20,38966.883335999984
2016-01-27,37171.09861599999
2013-12-30,38832.9246
2013-02-13,29801.604429999996
2013-11-04,34730.436929999996
2015-11-13,39447.67128799998
2013-06-28,31260.374189999995
2013-12-04,38628.09862
2014-05-27,40413.33839999999
2014-01-15,39512.2792
2013-10-28,34613.08902
2012-11-30,29859.632779999996
2014-10-03,41989.75899999999
2013-11-06,34494.936929999996
2015-06-11,40816.790431999994
2013-04-17,29070.925075
2015-04-17,41712.69430799999
2013-02-06,30342.764834999998
2013-04-11,29386.236279999997
2015-07-23,40197.60832399998
2013-12-31,38848.4246
2014-05-01,39403.99399999999
2014-05-08,39727.75439999999
2015-12-10,38680.06691999999
2014-08-18,41856.02259999999
2013-05-10,30246.914835
2012-12-19,29789.480509999998
2014-06-03,40359.67979999999
2015-05-27,40671.52419199999
2015-12-28,38727.49879999999
2013-04-24,30015.39917
2015-06-10,40758.36621999999
2013-09-16,34172.429135
2013-12-17,37953.142799999994
2014-05-12,40460.4908
2014-02-28,39789.90699999999
2013-08-05,33431.426925
2014-06-20,40702.46159999999
2014-02-13,39655.060999999994
2015-02-23,41798.13119199999
2014-01-21,40390.44739999999
2015-03-23,41200.01432399999
2012-11-28,29891.632779999996
2016-02-01,37498.17889199999
2013-07-01,31841.594755
2015-01-16,41637.82907199999
2016-01-06,38342.938527999984
2013-02-26,29982.764834999998
2015-03-09,41088.830915999984
2013-10-22,34647.62235
2012-12-27,29745.992909999997
2015-10-08,38934.648123999985
2014-11-06,42430.60708399999
2013-06-14,30354.284594999997
2013-05-30,30706.904915
2015-06-18,40692.99491199999
2015-03-03,41330.44563999998
2013-07-02,32180.094755
2014-10-08,42621.52859999999
2013-03-13,30275.665234999997
2014-07-23,40895.5658
2013-03-27,29649.864189999997
2014-09-10,42241.12719999999
2013-06-12,30186.173789999997
2014-11-19,41806.88358399999
2014-09-11,42059.99059999999
2014-07-15,40856.597799999996
2014-09-24,42076.890799999994
2014-05-23,40484.981799999994
2015-09-23,39394.551063999985
2015-09-21,39467.028455999985
2015-06-25,40580.01653999999
2015-12-01,39429.382691999985
2014-02-26,39782.72519999999
2013-09-26,34718.715885
2013-06-27,31191.424189999998
2013-06-07,30708.189854999997
2015-03-11,41055.55491599999
2014-04-08,38786.21799999999
2014-11-10,41818.43797599999
2014-10-15,42067.66459999999
2016-02-11,37318.73889199999
2015-04-30,41224.17887199999
2013-10-29,34681.18901999999
2016-01-28,37198.77889199999
2016-02-05,36988.29879999998
2013-09-24,34978.459214999995
2015-04-15,41493.34009599999
2013-05-20,30413.036684999995
2013-07-12,32063.975234999998
2013-03-12,30475.665234999997
2013-10-18,35014.322349999995
2015-10-26,38624.50447599999
2014-08-20,41814.52259999999
2013-05-31,30733.904915
2013-10-25,35010.18902
2015-12-21,38481.62279599998
2015-03-25,41374.89843599999
2013-04-03,29263.374189999995
2012-11-26,30006.01
2014-07-25,41173.40219999999
2015-11-09,38715.48007999999
2012-12-21,29773.480509999998
2014-09-03,42182.99539999999
2015-01-14,41512.427099999986
2014-06-26,40739.87979999999
2014-07-01,40794.17979999999
2015-11-06,38730.69881599999
2013-01-24,30202.196224999996
2013-04-22,29273.505074999997
2015-07-31,39691.41776399998
2015-02-27,41251.050527999985
2014-07-14,40766.71379999999
2015-10-19,38913.83808799998
2013-01-29,30378.196224999996
2013-04-19,29290.125074999996
2013-12-16,37896.86099999999
2014-11-07,42349.26964399999
2014-03-20,39099.259799999985
2013-05-28,30691.384994999997
2015-05-29,40541.711675999984
2014-03-05,39817.98299999999
2013-10-10,34542.771949999995
2016-01-13,37286.698891999986
2014-01-31,41011.647399999994
2015-12-29,38797.81889199999
2015-03-02,41341.326963999985
2014-04-07,38545.9816
2015-10-23,38798.35338399999
2014-05-13,40383.92259999999
2014-08-19,41889.390799999994
2014-03-03,39577.28499999999
2014-09-29,42074.390799999994
2013-12-24,38475.82459999999
2015-03-18,41146.96979199999
2015-01-02,41784.31264799999
2014-12-10,41481.99245599999
2015-01-21,41419.24960799999
2013-11-27,36850.050064999996
2014-02-19,39518.011
2014-04-14,38507.17019999999
2015-06-02,40838.451815999986
2015-08-10,39719.780303999985
2015-03-24,41225.628007999985
2013-11-15,35437.05331999999
2013-07-16,31995.575234999997
2014-02-11,39453.129199999996
2013-04-01,29528.134194999995
2013-06-17,30369.424189999998
2015-09-11,39421.22129199999
2013-12-12,37961.52459999999
2014-04-11,38454.87019999999
2013-09-13,34644.445199999995
2015-04-14,41468.00327999998
2014-06-02,40465.481799999994
2013-09-03,33857.888877
2013-10-17,35003.322349999995
2015-04-09,41509.267515999985
2015-12-22,38646.01089999999
2013-04-09,29159.585235
2014-02-06,39422.7792
2014-06-30,40758.04559999999
2015-07-01,40494.95681599999
2014-03-14,38888.15079999999
2015-01-23,41534.286103999984
2013-03-20,29901.466279999997
2015-07-13,40663.83753999999
2015-07-17,40351.15782799999
2015-07-14,40597.51817199999
2015-08-17,40011.970079999985
2013-01-25,30186.196224999996
2014-03-31,39564.58379999999
2014-02-05,39485.5292
2013-07-22,32518.40556
2015-07-15,40459.887075999985
2014-11-14,42014.86329199999
2013-11-11,34885.54878
2015-04-23,41277.82927599998
2014-06-16,40501.47959999999
2013-09-12,34877.1452
2015-10-15,38909.83082399998
2015-01-20,41452.55225599999
2013-08-19,32210.377969999998
2015-06-03,40774.574079999984
2015-01-12,41579.76961599999
2013-03-01,30119.079854999996
2014-10-13,42480.210799999986
2013-10-04,35063.56194999999
2015-12-07,38935.04159999998
2015-01-22,41574.228271999986
2014-04-01,39200.7178
2015-04-27,41405.780347999986
2013-11-26,36470.140065
2015-05-11,41317.23193999999
2015-11-19,39545.69800799998
2013-07-10,32181.125234999996
2015-06-29,40444.43956799998
2015-08-20,39247.74296399998
2013-07-30,34659.026925
2014-09-15,42177.62719999999
2013-05-16,30207.127969999998
2015-08-11,39822.689907999986
2015-06-15,40910.047023999985
2015-05-28,40748.288039999985
2013-08-08,33679.65596
2014-05-19,40874.755999999994
2015-05-20,40397.53917599999
2016-02-04,37259.498707999985
2014-12-23,41596.52105999999
2012-12-13,29835.017804999996
2013-11-21,35774.740065
2015-01-08,41593.53429999999
2015-11-17,39479.81819199999
2013-12-05,38671.718539999994
2014-08-11,41767.538599999985
2015-07-07,40072.42941599999
2015-10-01,38695.89489199998
2013-06-18,31058.724189999997
2013-11-20,35462.090065
2013-02-21,29956.963789999998
2015-01-15,41370.525947999995
2013-08-22,33515.20777
2015-01-30,41384.799499999994
2015-07-28,40009.64125199999
2015-03-05,40737.25484799998
2013-10-16,35180.254275
2012-12-17,29693.480509999998
2015-02-09,41644.29092799999
2014-09-23,41964.890799999994
2015-10-30,38099.20157199998
2013-12-03,38257.400064999994
2014-10-30,42934.22357599999
2016-01-26,37085.29879999998
2014-09-18,42246.66459999999
2015-03-31,41469.961243999984
2014-04-10,38625.1862
2014-02-12,39129.310999999994
2015-05-04,41197.40425999998
2013-05-07,29300.574194999997
2015-02-19,41691.75015199999
2014-11-26,41891.558851999995
2014-01-09,39733.261
2013-01-04,30033.990009999998
2016-01-04,38561.29861999999
2012-12-07,29835.017804999996
2014-11-13,41927.91177199999
2013-10-01,34349.260259999995
2013-09-20,34572.959214999995
2013-10-14,34567.17194999999
2013-07-31,33494.176925
2014-03-18,39324.95779999999
2014-12-22,41609.41660799999
2015-03-13,41412.11609599999
2015-12-30,38710.858707999985
2015-11-04,38538.154359999986
2015-10-12,38968.84848399999
2013-02-22,29996.963789999998
2013-11-14,35371.05331999999
2016-02-17,37943.658891999985
2013-03-26,29649.864189999997
2015-04-24,41491.477671999986
2013-05-02,29356.155075
2014-12-30,41850.61434399999
2013-01-22,30106.196224999996
2014-02-07,39364.979199999994
2014-03-26,38975.38459999999
